1673398341.020405,1673398333.52976,0.4614258
1673398341.021749,1673398333.54539,0.07009888
1673398341.0221508,1673398333.56101,0.107132
1673398341.022499,1673398333.57664,0.4424286
1673398341.0228386,1673398333.59226,0.5865173
1673398341.023163,1673398333.60789,0.3473358
1673398341.023524,1673398333.62352,-0.2585754
1673398341.023868,1673398333.63914,-0.987915
1673398341.024224,1673398333.65477,-1.544525
1673398341.0245445,1673398333.67039,-1.703217
1673398341.024866,1673398333.68602,-1.474014
1673398341.1543577,1673398333.70164,-1.119568
1673398341.1545928,1673398333.71727,-0.7971954
1673398341.1548343,1673398333.7329,-0.4624634
1673398341.154973,1673398333.74852,0.08348083
1673398341.155046,1673398333.76415,0.8993835
1673398341.155139,1673398333.77977,1.669281
1673398341.1552591,1673398333.7954,2.021927
1673398341.1553593,1673398333.81102,1.601746
1673398341.155472,1673398333.82665,0.4253235
1673398341.155564,1673398333.84228,-1.084396
1673398341.1556613,1673398333.8579,-2.076309
1673398341.3344555,1673398333.87353,-1.959778
1673398341.3349464,1673398333.88915,-0.7449341
1673398341.3350773,1673398333.90478,0.9146576
1673398341.3351521,1673398333.9204,2.18364
1673398341.3352284,1673398333.93603,2.45224
1673398341.3353074,1673398333.95166,1.49234
1673398341.3353913,1673398333.96728,-0.2868042
1673398341.3354669,1673398333.98291,-2.092896
1673398341.3355432,1673398333.99853,-3.206802
1673398341.3356178,1673398334.01416,-3.251389
1673398341.3356905,1673398334.02978,-2.345398
1673398341.5149493,1673398334.04541,-0.7524567
1673398341.5152562,1673398334.06104,1.138992
1673398341.5155325,1673398334.07666,2.96608
1673398341.5156531,1673398334.09229,4.211777
1673398341.5157843,1673398334.10791,4.597595
1673398341.5158696,1673398334.12354,3.940308
1673398341.5160007,1673398334.13916,2.32164
1673398341.5160732,1673398334.15479,0.1134491
1673398341.5161958,1673398334.17042,-1.998199
1673398341.5162687,1673398334.18604,-3.208069
1673398341.5163455,1673398334.20167,-3.200638
1673398341.6721046,1673398334.21729,-2.19281
1673398341.6732833,1673398334.23292,-0.8401031
1673398341.6737323,1673398334.24854,0.2306213
1673398341.6740985,1673398334.26417,0.6083832
1673398341.6744323,1673398334.2798,0.2490234
1673398341.674779,1673398334.29542,-0.3938904
1673398341.6751194,1673398334.31105,-0.8010406
1673398341.675488,1673398334.32667,-0.7265167
1673398341.6758394,1673398334.3423,-0.4422607
1673398341.6761713,1673398334.35792,-0.2495422
1673398341.676503,1673398334.37355,-0.2533112
1673398341.8524618,1673398334.38918,-0.3562775
1673398341.8527422,1673398334.4048,-0.4026794
1673398341.8541708,1673398334.42043,-0.2701111
1673398341.8543293,1673398334.43605,0.03945923
1673398341.8544834,1673398334.45168,0.3003845
1673398341.854629,1673398334.4673,0.366684
1673398341.8547697,1673398334.48293,0.3382568
1673398341.8549116,1673398334.49856,0.4837646
1673398341.8550594,1673398334.51418,0.9660339
1673398341.855211,1673398334.52981,1.591751
1673398341.8553782,1673398334.54543,2.068237
1673398342.014179,1673398334.56106,2.162766
1673398342.014535,1673398334.57668,1.906784
1673398342.0148883,1673398334.59231,1.488571
1673398342.0152476,1673398334.60794,1.144669
1673398342.0156367,1673398334.62356,0.864624
1673398342.0160034,1673398334.63919,0.4325562
1673398342.016331,1673398334.65481,-0.3687439
1673398342.0166647,1673398334.67044,-1.487457
1673398342.0169983,1673398334.68606,-2.356125
1673398342.0173316,1673398334.70169,-2.423721
1673398342.0176637,1673398334.71732,-1.487671
1673398342.190902,1673398334.73294,-0.02275085
1673398342.1926894,1673398334.74857,1.13652
1673398342.1932774,1673398334.76419,1.18782
1673398342.1936367,1673398334.77982,-0.1663361
1673398342.193994,1673398334.79544,-2.463745
1673398342.1943407,1673398334.81107,-4.677063
