1673398382.9177847,1673398370.02012,0.8906662
1673398383.6262834,1673398370.8639,0.843789
1673398385.3295324,1673398371.64519,0.7812862
1673398402.8514674,1673398389.73978,0.8281634
1673398408.5228121,1673398395.1619,1.046923
1673398445.8263974,1673398433.14804,0.562526
1673398446.3664253,1673398433.75744,0.6094031
1673398446.8904698,1673398434.33559,0.5781517
1673398447.897102,1673398434.89812,0.5625262
1673398483.312984,1673398471.10292,0.6094034
1673398493.79066,1673398481.15026,0.7187831
1673398526.2669287,1673398513.41738,0.7812862
1673398527.1203837,1673398514.21429,0.796912
1673398543.9515626,1673398531.21508,0.6406546
1673398544.2906015,1673398531.99637,0.7812862
1673398567.1504426,1673398554.43491,0.7812862
1673398567.8476627,1673398555.12244,0.6875317
1673398568.7257445,1673398555.85685,0.7344091
1673398569.3994968,1673398556.65376,0.796912
1673398570.2565353,1673398557.38817,0.7344089
1673398570.5935698,1673398558.18508,0.796912
1673398595.0048113,1673398582.40495,0.7500348
1673398595.8617904,1673398583.06123,0.6562803
1673398596.5569654,1673398583.79564,0.7344091
1673398597.4130404,1673398584.46755,0.6719062
1673398609.0972385,1673398595.84307,0.6250288
1673398703.7947683,1673398691.17561,0.5781519
1673398704.2874002,1673398691.76939,0.5937774
1673398704.9865165,1673398692.34754,0.5781517
1673398705.5279803,1673398692.95695,0.6094034
1673398706.1766028,1673398693.5351,0.5781517
1673398706.8788917,1673398694.16013,0.6250288
1673398707.549967,1673398694.83203,0.6719062
1673398708.0698628,1673398695.50394,0.671906
1673398708.9443731,1673398696.16022,0.6562805
1673398709.620478,1673398696.89463,0.7344091
1673398710.1626863,1673398697.56653,0.671906
1673398710.8388317,1673398698.22282,0.6562805
1673398711.5442204,1673398698.92597,0.7031574
1673398712.2298043,1673398699.6135,0.6875319
1673398712.8839703,1673398700.25416,0.6406546
1673398713.582074,1673398700.92607,0.6719062
1673398714.282497,1673398701.62922,0.7031574
1673398714.9530318,1673398702.31675,0.6875319
1673398715.649691,1673398702.95741,0.6406546
1673398716.1707382,1673398703.58244,0.6250291
1673398716.8445559,1673398704.23872,0.6562803
1673398717.5213268,1673398704.91062,0.6719062
1673398718.2416947,1673398705.53565,0.6250288
1673398719.0713909,1673398706.28569,0.7500348
1673398719.7720945,1673398707.06697,0.7812862
1673398720.6258502,1673398707.78576,0.7187831
1673398721.3195417,1673398708.62955,0.843789
1673398721.997467,1673398709.36396,0.7344091
1673398722.8510363,1673398710.06711,0.7031574
1673398723.5484135,1673398710.8484,0.7812862
1673398724.2469342,1673398711.55156,0.7031577
1673398724.922481,1673398712.23909,0.6875317
1673398725.7786026,1673398713.02038,0.7812862
1673398726.4745247,1673398713.80166,0.7812862
1673398727.3329031,1673398714.50482,0.7031574
1673398728.1824791,1673398715.37986,0.8750405
1673398728.9047241,1673398716.17677,0.796912
1673398729.7422984,1673398716.92681,0.7500348
1673398730.4140158,1673398717.75497,0.8281634
1673398731.294557,1673398718.505,0.7500346
1673398731.9662576,1673398719.22379,0.7187833
1673398732.8185863,1673398720.00507,0.7812862
1673398733.518971,1673398720.78636,0.7812862
1673398734.207693,1673398721.48952,0.7031574
1673398735.0940554,1673398722.30206,0.8125377
1673398735.9225826,1673398723.13022,0.8281634
1673398736.6003602,1673398723.86463,0.7344091
1673398737.4752753,1673398724.69279,0.8281631
1673398738.1771996,1673398725.52095,0.8281634
1673398745.2173629,1673398732.4744,0.8281634
1673398745.8924203,1673398733.19318,0.7187833
1673398746.747053,1673398733.9901,0.7969117
