1673398341.0645783,1673398333.59426,0.0,63.0,7.0
1673398341.0654635,1673398333.62552,0.0,63.0,7.0
1673398341.0658681,1673398333.65677,0.0,63.0,7.0
1673398341.0662277,1673398333.68802,0.0,63.0,7.0
1673398341.066572,1673398333.71927,0.0,63.0,7.0
1673398341.066917,1673398333.75052,0.0,63.0,7.0
1673398341.244394,1673398333.78177,0.0,63.0,7.0
1673398341.2447295,1673398333.81302,0.0,63.0,7.0
1673398341.2448208,1673398333.84428,0.0,63.0,7.0
1673398341.2448921,1673398333.87553,0.0,63.0,7.0
1673398341.2449625,1673398333.90678,0.0,63.0,7.0
1673398341.245033,1673398333.93803,0.0,63.0,7.0
1673398341.447107,1673398333.96928,0.0,63.0,7.0
1673398341.4479136,1673398334.00053,0.0,63.0,7.0
1673398341.448312,1673398334.03178,0.0,63.0,7.0
1673398341.4486778,1673398334.06304,0.0,63.0,7.0
1673398341.449037,1673398334.09429,0.0,63.0,7.0
1673398341.4493835,1673398334.12554,0.0,63.0,7.0
1673398341.6508265,1673398334.15679,0.0,63.0,7.0
1673398341.6518648,1673398334.18804,0.0,64.0,7.0
1673398341.6522846,1673398334.21929,2.0,65.0,8.0
1673398341.6526666,1673398334.25054,-2.0,61.0,7.0
1673398341.65302,1673398334.2818,0.0,64.0,7.0
1673398341.653374,1673398334.31305,0.0,62.0,7.0
1673398341.8077497,1673398334.3443,0.0,62.0,7.0
1673398341.808137,1673398334.37555,0.0,63.0,7.0
1673398341.8084917,1673398334.4068,0.0,63.0,7.0
1673398341.8088336,1673398334.43805,0.0,63.0,7.0
1673398341.8091676,1673398334.4693,0.0,63.0,7.0
1673398341.8094983,1673398334.50056,1.0,64.0,7.0
1673398342.0103676,1673398334.53181,0.0,63.0,7.0
1673398342.0113628,1673398334.56306,0.0,63.0,7.0
1673398342.0127304,1673398334.59431,0.0,63.0,7.0
1673398342.0130951,1673398334.62556,0.0,63.0,7.0
1673398342.0134559,1673398334.65681,0.0,63.0,7.0
1673398342.0138087,1673398334.68806,0.0,63.0,7.0
1673398342.1964061,1673398334.71932,0.0,63.0,7.0
1673398342.1967502,1673398334.75057,0.0,63.0,7.0
1673398342.1970887,1673398334.78182,0.0,63.0,7.0
1673398342.1974332,1673398334.81307,0.0,63.0,7.0
1673398342.1977704,1673398334.84432,0.0,63.0,7.0
1673398342.1981037,1673398334.87557,0.0,63.0,7.0
1673398342.3755724,1673398334.90682,0.0,63.0,7.0
1673398342.3759162,1673398334.93808,0.0,63.0,7.0
1673398342.3762488,1673398334.96933,0.0,63.0,7.0
1673398342.3764682,1673398335.00058,0.0,63.0,7.0
1673398342.37654,1673398335.03183,0.0,63.0,7.0
1673398342.376662,1673398335.06308,0.0,63.0,7.0
1673398342.5719473,1673398335.09433,0.0,63.0,7.0
1673398342.5724182,1673398335.12558,0.0,63.0,7.0
1673398342.5725954,1673398335.15684,0.0,63.0,7.0
1673398342.5727491,1673398335.18809,0.0,63.0,7.0
1673398342.5728989,1673398335.21934,0.0,63.0,7.0
1673398342.573043,1673398335.25059,0.0,63.0,7.0
1673398342.7531168,1673398335.28184,0.0,63.0,7.0
1673398342.7536683,1673398335.31309,0.0,63.0,7.0
1673398342.7539113,1673398335.34434,0.0,63.0,7.0
1673398342.7540731,1673398335.3756,0.0,63.0,7.0
1673398342.754379,1673398335.40685,0.0,63.0,7.0
1673398342.7545176,1673398335.4381,0.0,63.0,7.0
1673398342.9322355,1673398335.46935,0.0,63.0,7.0
1673398342.9327805,1673398335.5006,0.0,63.0,7.0
1673398342.9328794,1673398335.53185,0.0,63.0,7.0
1673398342.9329774,1673398335.5631,0.0,63.0,7.0
1673398342.9330783,1673398335.59436,0.0,63.0,7.0
1673398342.9331782,1673398335.62561,0.0,63.0,7.0
1673398343.1352406,1673398335.65686,0.0,63.0,7.0
1673398343.135662,1673398335.68811,0.0,63.0,7.0
1673398343.1357384,1673398335.71936,0.0,63.0,7.0
1673398343.1358101,1673398335.75061,0.0,63.0,7.0
