1673398341.4246788,1673398332.34138,25.75
1673398341.4256985,1673398332.59139,25.75
1673398341.426096,1673398332.84141,25.75
1673398341.4264593,1673398333.09142,25.75
1673398341.426809,1673398333.34143,25.73
1673398341.4271429,1673398333.59144,25.73
1673398341.4275117,1673398333.84145,25.73
1673398341.427853,1673398334.09146,25.73
1673398343.4271016,1673398334.34147,25.73
1673398343.4281702,1673398334.59149,25.73
1673398343.4285667,1673398334.8415,25.73
1673398343.4289217,1673398335.09151,25.73
1673398343.4292715,1673398335.34152,25.75
1673398343.429598,1673398335.59153,25.75
1673398343.429939,1673398335.84154,25.75
1673398343.4302688,1673398336.09156,25.75
1673398345.429775,1673398336.34157,25.73
1673398345.4307816,1673398336.59158,25.73
1673398345.4310777,1673398336.84159,25.73
1673398345.4313567,1673398337.0916,25.73
1673398345.4316099,1673398337.34161,25.73
1673398345.4318438,1673398337.59163,25.73
1673398345.4320762,1673398337.84164,25.73
1673398345.4323015,1673398338.09165,25.73
1673398347.4330592,1673398338.34166,25.69
1673398347.4336264,1673398338.59167,25.69
1673398347.4336958,1673398338.84168,25.69
1673398347.4337454,1673398339.09169,25.69
1673398347.4337878,1673398339.34171,25.71
1673398347.4338255,1673398339.59172,25.71
1673398347.4338644,1673398339.84173,25.71
1673398347.4339013,1673398340.09174,25.71
1673398349.436115,1673398340.34175,25.71
1673398349.4378207,1673398340.59176,25.71
1673398349.438142,1673398340.84178,25.71
1673398349.4383926,1673398341.09179,25.71
1673398349.4386044,1673398341.3418,25.71
1673398349.4388008,1673398341.59181,25.71
1673398349.438993,1673398341.84182,25.71
1673398349.439182,1673398342.09183,25.71
1673398351.438012,1673398342.34185,25.73
1673398351.4386039,1673398342.59186,25.73
1673398351.439455,1673398342.84187,25.73
1673398351.4397004,1673398343.09188,25.73
1673398351.4399128,1673398343.34189,25.75
1673398351.4401138,1673398343.5919,25.75
1673398351.4403079,1673398343.84191,25.75
1673398351.4405158,1673398344.09193,25.75
1673398353.416936,1673398344.34194,25.71
1673398353.4174562,1673398344.59195,25.71
1673398353.4176164,1673398344.84196,25.71
1673398353.4177628,1673398345.09197,25.71
1673398353.4179008,1673398345.34198,25.69
1673398353.4180372,1673398345.592,25.69
1673398353.4181702,1673398345.84201,25.69
1673398353.4183047,1673398346.09202,25.69
1673398355.4659183,1673398346.34203,25.71
1673398355.4669352,1673398346.59204,25.71
1673398355.4672792,1673398346.84205,25.71
1673398355.4675908,1673398347.09207,25.71
1673398355.4678278,1673398347.34208,25.73
1673398355.4680452,1673398347.59209,25.73
1673398355.4682572,1673398347.8421,25.73
1673398355.4684672,1673398348.09211,25.73
1673398357.4460316,1673398348.34212,25.75
1673398357.446758,1673398348.59213,25.75
1673398357.4477541,1673398348.84215,25.75
1673398357.4481153,1673398349.09216,25.75
1673398357.4487922,1673398349.34217,25.77
1673398357.4491007,1673398349.59218,25.77
1673398357.4493303,1673398349.84219,25.77
1673398357.4495428,1673398350.0922,25.77
1673398359.4245133,1673398350.34222,25.73
1673398359.42505,1673398350.59223,25.73
1673398359.4251993,1673398350.84224,25.73
1673398359.4253123,1673398351.09225,25.73
1673398359.4254153,1673398351.34226,25.73
1673398359.4255223,1673398351.59227,25.73
1673398359.4256215,1673398351.84228,25.73
1673398359.4257188,1673398352.0923,25.73
1673398361.4512258,1673398352.34231,30.95
1673398361.452701,1673398352.59232,30.95
1673398361.4529502,1673398352.84233,30.95
1673398361.4531524,1673398353.09234,30.95
1673398361.4533527,1673398353.34235,32.07
1673398361.4535396,1673398353.59237,32.07
1673398361.4537287,1673398353.84238,32.07
1673398361.4539092,1673398354.09239,32.07
1673398363.4296353,1673398354.3424,31.95
1673398363.4300003,1673398354.59241,31.95
1673398363.4300556,1673398354.84242,31.95
1673398363.4300957,1673398355.09244,31.95
1673398363.4301314,1673398355.34245,32.89
1673398363.430165,1673398355.59246,32.89
1673398363.4301987,1673398355.84247,32.89
1673398363.430233,1673398356.09248,32.89
1673398365.433151,1673398356.34249,33.39
1673398365.434913,1673398356.5925,33.39
1673398365.4350252,1673398356.84252,33.39
1673398365.4351273,1673398357.09253,33.39
1673398365.4352133,1673398357.34254,33.23
1673398365.4352958,1673398357.59255,33.23
1673398365.4354975,1673398357.84256,33.23
1673398365.4356112,1673398358.09257,33.23
1673398367.4586914,1673398358.34259,33.39
1673398367.4593456,1673398358.5926,33.39
