1669700170.4616926,1669700157.42247,1.062549
1669700239.4056118,1669700226.39441,0.9844205
1669700240.5058975,1669700227.41008,1.015672
1669700241.5417843,1669700228.51951,1.109426
1669700242.575663,1669700229.59768,1.078175
1669700243.4354496,1669700230.5821,0.9844205
1669700244.6469634,1669700231.56653,0.9844208
1669700245.5038183,1669700232.7072,1.140678
1669700246.5369537,1669700233.64475,0.9375434
1669700247.5500565,1669700234.66042,1.015672
1669700248.5838153,1669700235.67609,1.015672
1669700249.6207654,1669700236.62926,0.9531691
1669700250.6541433,1669700237.69181,1.062549
1669700251.6916823,1669700238.76998,1.078175
1669700252.7553275,1669700239.7544,0.9844205
1669700253.737168,1669700240.81695,1.062549
1669700264.402516,1669700251.5362,0.9687948
1669700265.4404821,1669700252.505,0.9687948
1669700266.2910767,1669700253.47379,0.9687948
1669700267.170048,1669700254.38008,0.9062919
1669700268.2085953,1669700255.27075,0.8906662
1669700269.2183895,1669700256.28642,1.015672
1669700270.2876902,1669700257.30209,1.015672
1669700271.3095276,1669700258.25526,0.9531691
1669700272.1462197,1669700259.28656,1.031298
1669700272.8416488,1669700260.30223,1.015672
1669700292.0787036,1669700279.16248,1.046923
1669700292.937404,1669700280.16253,1.000046
1669700293.9688644,1669700281.10007,0.9375436
1669700334.8737078,1669700321.99259,0.9219177
1669700390.9464414,1669700377.99518,1.125052
1669700391.7862213,1669700378.96398,0.9687951
1669700392.837193,1669700379.91715,0.9531691
1669700393.8292422,1669700380.94844,1.031298
1669700394.839655,1669700381.96412,1.015672
1669700396.076978,1669700383.02666,1.062549
1669700405.7336774,1669700392.77712,1.000046
1669700406.7195666,1669700393.77716,1.000046
1669700407.5503333,1669700394.77721,1.000046
1669700408.585262,1669700395.746,0.9687951
1669700409.6201158,1669700396.7148,0.9687948
1669700410.7047095,1669700397.73047,1.015672
1669700411.5139425,1669700398.73052,1.000046
1669700412.7251484,1669700399.69931,0.9687948
1669700413.7390928,1669700400.74624,1.046924
1669700414.6192749,1669700401.77753,1.031298
1669700415.8081007,1669700402.79321,1.015672
1669700416.8678796,1669700403.87138,1.078175
1669700499.225185,1669700486.3752,0.796912
1669700500.0112624,1669700487.14086,0.7656605
1669700500.8425999,1669700487.93777,0.796912
1669700556.7054873,1669700543.84661,0.8125377
1669700557.45345,1669700544.67478,0.8281634
1669700597.9806569,1669700585.34853,0.7187833
1669700598.4940126,1669700586.02044,0.671906
1669700599.3107119,1669700586.70797,0.6875319
1669700600.2294333,1669700587.3955,0.6875317
1669700600.584412,1669700588.09866,0.7031577
1669700601.3056192,1669700588.77057,0.6719062
1669700644.5920112,1669700631.88194,0.796912
1669700684.5324385,1669700671.05563,0.7500346
1669700715.6274855,1669700702.76022,0.8594148
1669700716.3038263,1669700703.60401,0.843789
1669700745.01493,1669700731.79282,0.8750405
1669700745.4899597,1669700732.74599,0.9531691
1669700746.3864357,1669700733.6679,0.9219177
