1673937486.7475548,1673937479.49073,-14.0,-8.0,63.0
1673937486.74928,1673937479.52198,-14.0,-8.0,63.0
1673937486.749588,1673937479.55323,-14.0,-9.0,63.0
1673937486.7498116,1673937479.58448,-14.0,-8.0,63.0
1673937486.7501101,1673937479.61574,-14.0,-9.0,63.0
1673937486.7503734,1673937479.64699,-14.0,-9.0,63.0
1673937486.9273448,1673937479.67824,-14.0,-8.0,63.0
1673937486.9286797,1673937479.70949,-14.0,-9.0,63.0
1673937486.92899,1673937479.74074,-14.0,-8.0,63.0
1673937486.9292085,1673937479.77199,-14.0,-8.0,63.0
1673937486.929406,1673937479.80325,-14.0,-8.0,63.0
1673937486.9295943,1673937479.8345,-14.0,-9.0,63.0
1673937487.108093,1673937479.86575,-14.0,-9.0,63.0
1673937487.1088533,1673937479.897,-14.0,-8.0,63.0
1673937487.1089349,1673937479.92825,-14.0,-9.0,63.0
1673937487.1090887,1673937479.9595,-14.0,-8.0,63.0
1673937487.109163,1673937479.99075,-15.0,-9.0,63.0
1673937487.10921,1673937480.02201,-14.0,-8.0,63.0
1673937487.3098645,1673937480.05326,-14.0,-9.0,63.0
1673937487.3107789,1673937480.08451,-14.0,-8.0,63.0
1673937487.3110209,1673937480.11576,-14.0,-8.0,63.0
1673937487.311255,1673937480.14701,-15.0,-8.0,63.0
1673937487.3114567,1673937480.17826,-14.0,-8.0,63.0
1673937487.311641,1673937480.20951,-14.0,-9.0,63.0
1673937487.4901943,1673937480.24077,-14.0,-9.0,63.0
1673937487.491081,1673937480.27202,-14.0,-8.0,63.0
1673937487.4913583,1673937480.30327,-14.0,-9.0,63.0
1673937487.4915664,1673937480.33452,-14.0,-8.0,63.0
1673937487.491755,1673937480.36577,-15.0,-8.0,63.0
1673937487.4919393,1673937480.39702,-14.0,-9.0,63.0
1673937487.7159224,1673937480.42827,-14.0,-8.0,63.0
1673937487.7168293,1673937480.45953,-14.0,-8.0,63.0
1673937487.7178898,1673937480.49078,-14.0,-8.0,63.0
1673937487.718216,1673937480.52203,-14.0,-8.0,63.0
1673937487.718542,1673937480.55328,-14.0,-8.0,63.0
1673937487.7187724,1673937480.58453,-14.0,-8.0,63.0
1673937487.8723006,1673937480.61578,-15.0,-8.0,63.0
1673937487.8732204,1673937480.64703,-14.0,-8.0,63.0
1673937487.8734696,1673937480.67829,-14.0,-8.0,63.0
1673937487.8736749,1673937480.70954,-15.0,-8.0,63.0
1673937487.873867,1673937480.74079,-14.0,-8.0,63.0
1673937487.8740506,1673937480.77204,-14.0,-9.0,63.0
1673937488.0753298,1673937480.80329,-14.0,-8.0,63.0
1673937488.076026,1673937480.83454,-14.0,-8.0,63.0
